industry_desc,ind_code,year,emp_code,est_number,total_employment,paid_employees,total_income,total_exp,compensation,other_exp,value_of_output,intermediate_exp,value_added,tf_assets,change_inv,subsidy,commerce_transaction
Manufacture of plastic materials except man-made fiber and glass fiber,15168,2016,B,21,229,229,362201.00,334883.00,11283.00,323599.00,374133.00,325518.00,34341.00,0.00,15840.00,0.00,0.00
Manufacture of pesticides and other agro-chemical products,15169,2016,B,6,49,45,115624.00,107050.00,9333.00,97716.00,110061.00,91328.00,21017.00,0.00,-1788.00,0.00,0.00
Manufacture of paints,15170,2016,B,27,249,249,966404.00,752172.00,31004.00,721168.00,960246.00,679572.00,255925.00,240.00,-340.00,0.00,0.00
"Manufacture of paint removers, thinners, and brush cleaners",15172,2016,B,3,32,32,123771.00,110813.00,4341.00,106472.00,123771.00,100600.00,19358.00,0.00,-667.00,0.00,0.00
Manufacture of pigments and other coloring matter of a kind used in the manufacture of paints or by artists or other painters,15173,2016,B,3,15,12,28947.00,28069.00,3746.00,24322.00,28439.00,19152.00,6286.00,1693.00,3504.00,0.00,0.00
Manufacture of printing ink,15174,2016,B,6,39,39,48650.00,47068.00,5864.00,41204.00,47759.00,37878.00,8187.00,29650.00,-5103.00,0.00,0.00
"Manufacture of paint products, n.e.c.",15175,2016,B,4,65,65,1373276.00,1323484.00,16814.00,1306670.00,1367836.00,1282603.00,72208.00,14346.00,31785.00,0.00,0.00
Manufacture of soap and detergents,15176,2016,B,41,292,292,326515.00,322925.00,48137.00,274789.00,326310.00,247633.00,64620.00,23382.00,73.00,0.00,0.00
"Manufacture of cleaning preparations, except soap and detergents",15177,2016,B,4,53,53,222230.00,123665.00,31080.00,92586.00,191150.00,47420.00,155507.00,366.00,-3323.00,0.00,0.00
Manufacture of waxes and polishing preparations,15178,2016,B,3,22,22,10560.00,9997.00,3324.00,6673.00,9585.00,3533.00,5007.00,0.00,-1427.00,0.00,0.00
"Manufacture of perfumes, cosmetics and other toilet preparations",15179,2016,B,34,302,292,760656.00,647065.00,43218.00,603847.00,806828.00,608955.00,171005.00,0.00,58553.00,0.00,0.00
Manufacture of glues and adhesives,15183,2016,B,8,95,95,1278248.00,920253.00,51755.00,868498.00,1265621.00,673201.00,496739.00,3281.00,-9203.00,0.00,0.00
"Manufacture of miscellaneous chemical products, n.e.c.",15185,2016,B,24,194,194,722408.00,700848.00,40224.00,660624.00,722662.00,592452.00,105532.00,0.00,7421.00,0.00,0.00
"Manufacture of drugs and medicines including biological products such as bacterial and virus vaccines, sera and plasma",15188,2016,B,37,663,618,966753.00,906928.00,52406.00,854522.00,569481.00,363046.00,180651.00,0.00,-229515.00,0.00,0.00
Manufacture of rubber tires (including parts) and tubes,15190,2016,B,6,67,66,236787.00,227780.00,5289.00,222491.00,239312.00,198345.00,18574.00,0.00,12817.00,0.00,0.00
"Manufacture of industrial and other molded rubber products, excluding tires and tubes",15193,2016,B,46,566,564,972438.00,956246.00,95975.00,860272.00,985113.00,822801.00,133302.00,0.00,56840.00,0.00,0.00
"Manufacture of other rubber products, n.e.c.",15194,2016,B,20,140,126,133823.00,122180.00,13375.00,108805.00,140289.00,102639.00,32128.00,0.00,666.00,0.00,0.00
Manufacture of plastic pipes and tubes,15198,2016,B,28,404,404,1941851.00,1626830.00,83959.00,1542871.00,1933177.00,1473147.00,418925.00,0.00,49763.00,0.00,0.00
"Manufacture of other plastic, industrial /office/school supplies",15199,2016,B,29,507,488,1038407.00,1024623.00,161593.00,863030.00,1040516.00,742761.00,236986.00,0.00,36978.00,0.00,0.00
"Manufacture of primary plastic products (e.g. sheets, film, plates, etc.)",15200,2016,B,4,31,31,83207.00,84133.00,5816.00,78317.00,86752.00,74061.00,7983.00,367.00,7646.00,0.00,0.00
"Manufacture of plastic window and door screen, shades and venetian blinds",15202,2016,B,24,355,355,367841.00,344426.00,34551.00,309876.00,367950.00,267408.00,62508.00,0.00,2374.00,0.00,0.00
Manufacture of flat glass (including float glass),15204,2016,B,3,17,17,55634.00,59445.00,6645.00,52800.00,53829.00,32122.00,9158.00,384.00,-997.00,0.00,0.00
Manufacture of glass fibers (including glass wool) and yarn of glass fibers,15206,2016,B,12,204,204,218727.00,212075.00,31473.00,180602.00,226941.00,177595.00,39711.00,4779.00,24789.00,0.00,0.00
"Manufacture of glass and glass products, n.e.c.",15207,2016,B,28,365,349,640488.00,608981.00,49575.00,559406.00,641151.00,516577.00,107645.00,3395.00,154367.00,0.00,0.00
Manufacture of refractory products,15208,2016,B,13,110,108,60635.00,55321.00,8363.00,46958.00,62081.00,24843.00,17833.00,0.00,1739.00,0.00,0.00
Manufacture of clay building materials,15209,2016,B,11,168,168,5259603.00,4048673.00,32969.00,4015704.00,5411520.00,3642086.00,1331251.00,-1928.00,450864.00,0.00,0.00
Manufacture of coarse clay products,15212,2016,B,27,265,262,81965.00,28983.00,13678.00,15304.00,81658.00,9262.00,71028.00,0.00,966.00,0.00,0.00
"Manufacture of other porcelain and ceramic products, n.e.c.",15214,2016,B,8,149,149,109537.00,106682.00,15169.00,91513.00,112219.00,78838.00,21609.00,910.00,8576.00,0.00,0.00
Manufacture of lime,15216,2016,B,4,64,64,306709.00,295460.00,5030.00,290430.00,306709.00,273850.00,22096.00,0.00,-8960.00,0.00,0.00
Manufacture of structural concrete products,15217,2016,B,542,4997,4509,5608362.00,5120692.00,853286.00,4267406.00,5224698.00,2791133.00,1610031.00,33725.00,401279.00,0.00,0.00
"Manufacture of articles of concrete, cement and plaster, n.e.c.",15218,2016,B,9,116,116,510076.00,469539.00,12869.00,456671.00,496976.00,421528.00,59210.00,7579.00,12944.00,0.00,0.00
"Cutting, shaping and finishing of stone",15219,2016,B,23,292,292,89309.00,84156.00,25956.00,58200.00,78575.00,40393.00,36043.00,0.00,-8048.00,0.00,0.00
Manufacture of asphalt products,15220,2016,B,3,32,32,99794.00,76676.00,6524.00,70153.00,105179.00,64529.00,37766.00,1409.00,5370.00,0.00,0.00
Manufacture of marble products,15222,2016,B,15,25,15,54197.00,48384.00,730.00,47654.00,54197.00,44997.00,6908.00,0.00,11298.00,0.00,0.00
Manufacture of abrasive products,15223,2016,B,3,17,16,12616.00,10343.00,1712.00,8631.00,10040.00,3971.00,5070.00,0.00,-731.00,0.00,0.00
Operation of blast furnaces and steel making furnaces,15225,2016,B,52,504,504,680977.00,758142.00,103601.00,654541.00,727172.00,617299.00,58727.00,0.00,-3179.00,0.00,0.00
Operation of rolling mills,15226,2016,B,26,346,332,1585046.00,1550518.00,68350.00,1482167.00,1529406.00,1383266.00,126218.00,2605.00,-130967.00,0.00,0.00
"Pipes and tubes manufacturing, iron or steel",15227,2016,B,3,39,39,43947.00,37830.00,4580.00,33251.00,44089.00,29495.00,14075.00,0.00,773.00,0.00,0.00
Manufacture of pipe fittings of iron or steel,15228,2016,B,7,61,61,40733.00,39489.00,6214.00,33275.00,41894.00,31927.00,8084.00,0.00,213.00,0.00,0.00
"Manufacture of galvanized steel sheets, tinplates and other coated metal products made in steel works or rolling mills",15229,2016,B,25,293,293,366084.00,320865.00,25739.00,295126.00,228873.00,143715.00,80448.00,0.00,-50744.00,0.00,0.00
"Operation of steel works and rolling mills, n.e.c.",15230,2016,B,16,118,118,249693.00,257340.00,37312.00,220027.00,236969.00,171480.00,38937.00,30043.00,25022.00,0.00,0.00
"Non-ferrous rolling, drawing and extrusion mills",15233,2016,B,5,70,70,123421.00,104636.00,13560.00,91076.00,122133.00,78808.00,35992.00,1399.00,4676.00,0.00,0.00
Casting/foundry of iron,15236,2016,B,3,41,41,15506.00,16262.00,4974.00,11288.00,16133.00,8478.00,6483.00,0.00,-59.00,0.00,0.00
Casting/foundry of steel,15237,2016,B,6,68,68,43118.00,31718.00,7230.00,24488.00,43368.00,19682.00,21510.00,0.00,764.00,0.00,0.00
Aluminum and aluminum base alloy casting,15238,2016,B,5,56,56,19719.00,19061.00,8519.00,10542.00,18786.00,8235.00,9615.00,86.00,130.00,0.00,0.00
"Casting of non-ferrous metal, n.e.c.",15241,2016,B,3,35,35,86767.00,83130.00,4249.00,78881.00,85822.00,75602.00,9181.00,71.00,-4823.00,0.00,0.00
"Manufacture of structural steel products and metal components of bridges, smoke stacks and buildings",15242,2016,B,37,481,467,638242.00,671905.00,165325.00,506581.00,638242.00,420003.00,158471.00,0.00,5262.00,0.00,0.00
"Manufacture of other architectural and related metal work (e.g., doors, windows, shutters, gates, etc.)",15243,2016,B,214,2772,2344,4726944.00,4544581.00,364033.00,4180548.00,4666182.00,3747479.00,667123.00,67648.00,34312.00,0.00,0.00
"Manufacture of structural metal products, n.e.c.",15244,2016,B,44,605,605,868249.00,787013.00,138494.00,648519.00,869764.00,535855.00,245825.00,0.00,39310.00,0.00,0.00
"Manufacture of tanks, reservoirs and containers of metal",15245,2016,B,28,259,256,243369.00,232478.00,21155.00,211323.00,247728.00,188927.00,35343.00,0.00,14808.00,0.00,0.00
"Manufacture of weapons and ammunitions, n.e.c.",15248,2016,B,5,16,12,3662.00,3580.00,1676.00,1904.00,3662.00,718.00,1925.00,870.00,-28.00,0.00,0.00
"Forging, pressing, stamping and roll-forming of metal products",15249,2016,B,48,499,427,123527.00,111751.00,38650.00,73101.00,121740.00,46408.00,59806.00,397.00,6409.00,0.00,0.00
Treatment and coating of metals; machining,15251,2016,B,34,335,319,154934.00,141950.00,36914.00,105036.00,102716.00,29958.00,62976.00,6638.00,-189.00,0.00,0.00
Manufacture of hand tools,15253,2016,B,23,228,228,730562.00,657871.00,37529.00,620342.00,768240.00,586267.00,125084.00,0.00,120461.00,0.00,0.00
Manufacture of general hardware,15254,2016,B,4,63,63,37447.00,34587.00,12586.00,22001.00,48193.00,28321.00,16328.00,0.00,6769.00,0.00,0.00
Manufacture of blacksmithing tools and welding shop operation,15255,2016,B,277,1519,1250,1790902.00,1743912.00,183699.00,1560213.00,1787220.00,1485446.00,241407.00,0.00,-13585.00,0.00,0.00
Manufacture of metal containers used for the packing or conveyance of goods,15257,2016,B,30,288,252,191149.00,144215.00,37748.00,106468.00,192926.00,95477.00,89380.00,447.00,4638.00,0.00,0.00
"Manufacture of wire nails, not in steel rolling",15258,2016,B,3,27,27,1504889.00,1461923.00,5521.00,1456402.00,1501254.00,1386477.00,114545.00,1366.00,216818.00,0.00,0.00
"Manufacture of aluminum window and door screens, shades and venetian blinds",15263,2016,B,40,278,276,127710.00,110239.00,24230.00,86008.00,130037.00,79198.00,45457.00,0.00,6782.00,0.00,0.00
"Manufacture of miscellaneous fabricated metal products, n.e.c.",15264,2016,B,84,993,753,7004734.00,6922587.00,173825.00,6748761.00,7111817.00,6546552.00,309250.00,0.00,196642.00,0.00,0.00
Manufacture of semi-conductor devices and other electronic components,15266,2016,B,11,140,139,179716.00,175243.00,36232.00,139011.00,173676.00,120164.00,43063.00,192.00,-3478.00,0.00,0.00
Manufacture of computers and peripheral equipment and accessories,15267,2016,B,4,45,43,116188.00,105098.00,20932.00,84165.00,117363.00,63434.00,42513.00,0.00,12097.00,0.00,0.00
Manufacture of consumer electronics,15269,2016,B,3,41,39,41837.00,33700.00,8750.00,24950.00,40961.00,19518.00,17056.00,1074.00,542.00,0.00,0.00
Manufacture of electrical quantities measuring and controlling instruments,15271,2016,B,4,42,42,69165.00,67648.00,15146.00,52501.00,55114.00,27561.00,18369.00,1635.00,468.00,0.00,0.00
Manufacture of optical instruments and lenses,15279,2016,B,5,15,15,27796.00,24727.00,3103.00,21624.00,27796.00,17565.00,6806.00,0.00,-371.00,0.00,0.00
Manufacture of electrical transformers,15283,2016,B,3,25,25,16142.00,143391.00,16330.00,127062.00,16121.00,14928.00,-42971.00,82.00,-1593.00,0.00,0.00
Manufacture of switch gear and switchboard apparatus,15284,2016,B,3,39,39,71605.00,68200.00,5459.00,62741.00,72857.00,57301.00,10733.00,0.00,3421.00,0.00,0.00
Manufacture of electricity distribution equipment,15285,2016,B,4,49,49,38960.00,39274.00,4919.00,34355.00,38799.00,30653.00,5625.00,0.00,181.00,0.00,0.00
"Manufacture of switches, fuses, sockets, plugs, conductors and lightning arresters and other control apparatus",15286,2016,B,5,69,69,109325.00,84488.00,14892.00,69596.00,113276.00,57317.00,41489.00,231.00,4293.00,0.00,0.00
Manufacture of accumulators (storage batteries) including parts,15287,2016,B,3,30,30,253920.00,130369.00,63178.00,67191.00,251769.00,27564.00,192285.00,0.00,-3872.00,0.00,0.00
Manufacture of other electronic and electric wires and cables,15290,2016,B,9,141,138,2520396.00,2363163.00,40354.00,2322809.00,2551796.00,2283357.00,250214.00,0.00,-10196.00,0.00,0.00
Manufacture of electric lamps fluorescent and fixtures,15292,2016,B,6,63,63,12838.00,12156.00,7204.00,4952.00,12950.00,3426.00,8802.00,0.00,668.00,0.00,0.00
Manufacture of lighting equipment and parts except for use on cycle and motor equipment,15293,2016,B,3,28,28,53907.00,47980.00,5453.00,42527.00,54642.00,37387.00,14041.00,2841.00,1218.00,0.00,0.00
Manufacture of domestic electric fans,15296,2016,B,12,101,100,654895.00,571667.00,30209.00,541458.00,655394.00,439752.00,123958.00,2841.00,10156.00,0.00,0.00
"Manufacture of appliance cords, extension cords, and other electrical cord",15304,2016,B,9,107,103,165264.00,153172.00,21253.00,131920.00,173833.00,130253.00,39123.00,1134.00,8052.00,0.00,0.00
"Manufacture of lifting and hoisting machinery, cranes, elevators , industrial trucks, tractors, stackers, specialized ports for lifting and handling equipment",15314,2016,B,3,32,32,64071.00,62187.00,6370.00,55817.00,64505.00,47836.00,12331.00,0.00,5759.00,0.00,0.00
Manufacture of bills/coin counting and coin wrapping machinery,15318,2016,B,6,68,68,52878.00,50769.00,10595.00,40173.00,52603.00,28462.00,14213.00,0.00,-1736.00,0.00,0.00
Manufacture of weighing machines except scientific weighing apparatus used for laboratories,15322,2016,B,17,202,181,436224.00,531145.00,34245.00,496901.00,371476.00,411564.00,-52705.00,140.00,-106372.00,0.00,0.00
Manufacture of mechanical implements for crop production,15331,2016,B,4,12,12,5024.00,4213.00,1075.00,3138.00,2552.00,2093.00,2444.00,0.00,10.00,0.00,0.00
"Manufacture of agricultural and forestry machinery and equipment, n.e.c.",15332,2016,B,10,102,99,28331.00,24885.00,5200.00,19685.00,31404.00,20202.00,10515.00,0.00,2605.00,0.00,0.00
Manufacture of machine tools for working metal,15333,2016,B,8,117,117,283269.00,255776.00,39282.00,216494.00,281425.00,192070.00,73630.00,12312.00,-12245.00,0.00,0.00
Manufacture of machinery for metallurgy,15337,2016,B,4,46,46,206703.00,156949.00,5820.00,151129.00,206865.00,137708.00,64079.00,0.00,1266.00,0.00,0.00
Manufacture of machinery for food processing,15340,2016,B,5,39,39,18837.00,17933.00,2576.00,15357.00,20077.00,11500.00,6121.00,0.00,4271.00,0.00,0.00
Manufacture of textile machinery,15342,2016,B,5,44,44,25620.00,20452.00,5612.00,14840.00,25874.00,12927.00,11721.00,1570.00,233.00,0.00,0.00
Manufacture of machinery for working rubber or plastic or for the manufacture of products of these materials,15346,2016,B,10,90,90,602888.00,644392.00,58152.00,586240.00,599374.00,447336.00,28794.00,0.00,-8676.00,0.00,0.00
Manufacture of motor vehicles,15350,2016,B,22,270,270,975184.00,832090.00,56117.00,775973.00,1141073.00,854547.00,213463.00,0.00,237950.00,0.00,0.00
Manufacture of bodies (coachwork) for motor vehicles,15351,2016,B,27,195,191,282580.00,131615.00,55036.00,76580.00,280369.00,42258.00,226829.00,0.00,-4143.00,0.00,0.00
Manufacture of electric ignition or starting equipment for internal combustion engines,15353,2016,B,4,33,32,39815.00,33473.00,2267.00,31206.00,39821.00,26853.00,9348.00,0.00,781.00,0.00,0.00
Manufacture of parts and accessories for motor vehicles and their engines,15354,2016,B,43,308,308,1771495.00,1682378.00,58286.00,1624091.00,1777631.00,1532294.00,159750.00,0.00,164180.00,0.00,0.00
Building of ships and boats other than sports and pleasure boats,15355,2016,B,17,176,168,60111.00,54471.00,17106.00,37365.00,59497.00,29770.00,27015.00,0.00,-26.00,0.00,0.00
Manufacture of air and spacecraft and related machinery,15358,2016,B,3,40,40,500834.00,389667.00,4437.00,385230.00,483869.00,356803.00,103700.00,0.00,15568.00,0.00,0.00
Manufacture of motorcycle engines and parts thereof,15360,2016,B,3,34,33,383856.00,374842.00,5519.00,369323.00,383856.00,340671.00,36638.00,14440.00,64267.00,0.00,0.00
Manufacture of side cars,15362,2016,B,26,104,93,19739.00,19099.00,4848.00,14251.00,19727.00,12005.00,7708.00,0.00,1839.00,0.00,0.00
Manufacture of parts and accessories of motorcycles,15363,2016,B,3,22,22,31687.00,28949.00,3091.00,25858.00,28667.00,18367.00,6367.00,0.00,-1743.00,0.00,0.00
Manufacture of bicycles and bicycle parts,15364,2016,B,3,22,22,7104.00,7367.00,1787.00,5581.00,7337.00,4894.00,2022.00,0.00,198.00,0.00,0.00
Manufacture of wood furniture,15367,2016,B,661,3270,2610,1425121.00,1383194.00,302546.00,1080648.00,1409938.00,970693.00,430183.00,0.00,-11701.00,0.00,0.00
"Manufacture of rattan furniture (reed, wicker, and cane)",15368,2016,B,36,332,288,35776.00,33626.00,9797.00,23829.00,35740.00,20731.00,13724.00,0.00,-1256.00,0.00,0.00
Manufacture of box beds and mattresses,15369,2016,B,11,180,172,118116.00,165571.00,14708.00,150863.00,102178.00,105192.00,-22478.00,0.00,52922.00,0.00,0.00
"Manufacture of partitions, shelves, lockers and office and store fixtures",15370,2016,B,14,260,260,343630.00,321947.00,42435.00,279512.00,317639.00,230149.00,75956.00,2722.00,-1299.00,0.00,0.00
Manufacture of plastic furniture,15371,2016,B,9,131,131,260294.00,248249.00,28178.00,220071.00,252309.00,192058.00,58307.00,0.00,-50997.00,0.00,0.00
"Manufacture of medical, surgical, dental furniture and fixtures",15388,2016,B,9,79,79,103888.00,106630.00,13408.00,93222.00,103888.00,75431.00,16244.00,3363.00,940.00,0.00,0.00
"Manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles",15389,2016,B,3,16,16,8221.00,6165.00,1038.00,5128.00,8221.00,4710.00,3277.00,0.00,1440.00,0.00,0.00
"Manufacture of prosthetic appliances, artificial teeth made to order",15390,2016,B,11,86,86,47670.00,43477.00,23715.00,19761.00,47670.00,10518.00,31874.00,0.00,-835.00,0.00,0.00
Manufacture of medical and precision instruments,15391,2016,B,7,72,72,41520.00,37484.00,8511.00,28972.00,40425.00,24247.00,14383.00,208.00,-501.00,0.00,0.00
"Manufacture of articles for personal use, e.g. smoking pipes, combs, slides and similar articles",15395,2016,B,14,188,176,38687.00,26114.00,12313.00,13801.00,43819.00,17937.00,25372.00,-24.00,7225.00,0.00,0.00
Manufacture of candles,15396,2016,B,20,214,165,127048.00,106068.00,3022.00,103046.00,128018.00,102910.00,24779.00,0.00,1238.00,0.00,0.00
Manufacture of wooden coffin,15398,2016,B,21,186,182,101457.00,74727.00,22522.00,52204.00,88967.00,34817.00,58243.00,6384.00,76.00,0.00,0.00
Manufacture of metal coffin,15399,2016,B,6,60,39,7590.00,5746.00,1155.00,4591.00,7650.00,3478.00,3569.00,0.00,460.00,0.00,0.00
"Manufacture of brooms, brushes and fans",15401,2016,B,6,89,85,96143.00,91933.00,12109.00,79825.00,92928.00,68594.00,18064.00,80.00,-11501.00,0.00,0.00
Manufacture of signs and advertising displays,15403,2016,B,24,248,248,135262.00,127638.00,18944.00,108694.00,135261.00,99257.00,30405.00,0.00,2417.00,0.00,0.00
Manufacture of cigarette lighters,15404,2016,B,23,263,258,48849.00,36881.00,16271.00,20610.00,48147.00,11994.00,31508.00,110.00,-4141.00,0.00,0.00
Repair of fabricated metal products,15406,2016,B,271,1809,1466,896642.00,832012.00,243429.00,588583.00,896642.00,512684.00,325850.00,0.00,0.00,0.00,0.00
Repair of machinery,15407,2016,B,256,1938,1607,558732.00,441569.00,166068.00,275502.00,558732.00,191864.00,302489.00,12286.00,144.00,0.00,0.00
Repair of electronic and optical equipment,15408,2016,B,4,20,20,1600.00,15575.00,7025.00,8550.00,1600.00,1529.00,-5906.00,0.00,0.00,0.00,0.00
Repair of electrical equipment,15409,2016,B,4,35,35,55579.00,31240.00,13077.00,18163.00,55579.00,11780.00,38972.00,0.00,171.00,0.00,0.00
Repairing of ships and boats other than sports and pleasure boats,15410,2016,B,19,244,244,1024563.00,952947.00,28774.00,924174.00,1024337.00,840517.00,118964.00,0.00,8238.00,0.00,0.00
Repairing of sports and pleasure boats,15411,2016,B,4,36,33,37681.00,30757.00,9456.00,21301.00,32770.00,12454.00,19092.00,0.00,-1322.00,0.00,0.00
Manufacture of popcorn and poprice,1650,2016,B,7,74,64,12716.00,9842.00,3462.00,6380.00,12717.00,5627.00,6613.00,1000.00,-386.00,0.00,0.00
Weaving of textiles,1679,2016,B,29,234,218,43867.00,23870.00,6873.00,16997.00,43774.00,10098.00,28200.00,0.00,-660.00,0.00,0.00
"Manufacture of knitted or crocheted hosiery, underwear and outerwear when knitted or crocheted directly into shape",16106,2016,B,4,45,43,16605.00,16210.00,4916.00,11292.00,17044.00,8078.00,7289.00,0.00,1400.00,0.00,0.00
"Manufacture of products of leather and imitation leather, n.e.c.",16110,2016,B,5,46,42,13984.00,15400.00,6252.00,9148.00,13937.00,5651.00,7682.00,0.00,-167.00,0.00,0.00
"Manufacture of other products of wood; manufacture of articles of cork and plaiting materials, except furniture, n.e.c.",16136,2016,B,29,214,166,12351.00,11151.00,4814.00,6337.00,11985.00,2966.00,6549.00,4400.00,220.00,0.00,0.00
"Integrated pulp, paper and paperboard milling",16137,2016,B,5,62,55,40179.00,38015.00,8312.00,29702.00,40755.00,27339.00,10876.00,0.00,-670.00,0.00,0.00
"Manufacture of plastic articles for packing goods (e.g. boxes, bags, sacks, etc.)",16190,2016,B,124,1634,1634,3876621.00,3646604.00,189126.00,3457478.00,3430375.00,2931838.00,467921.00,33252.00,-468748.00,0.00,0.00
Manufacture of plastic household wares,16191,2016,B,41,480,478,475319.00,451394.00,58927.00,392467.00,485249.00,379749.00,92599.00,407.00,30712.00,0.00,0.00
"Manufacture of plastic products, n.e.c.",16198,2016,B,78,840,792,998164.00,982164.00,129955.00,852209.00,1013597.00,828262.00,162920.00,0.00,41304.00,0.00,0.00
Manufacture of fabricated wire products,16254,2016,B,16,172,172,669336.00,647445.00,33817.00,613628.00,669666.00,582993.00,62927.00,5443.00,-24331.00,0.00,0.00
Slaughtering and meat packing,151,2016,B,38,335,273,59759.00,51434.00,28624.00,22811.00,54499.00,16254.00,35782.00,0.00,-169.00,0.00,0.00
Production processing and preserving of meat and meat products,152,2016,B,90,1515,1427,7051637.00,5576055.00,223355.00,5352700.00,7037424.00,5251562.00,1782904.00,0.00,83349.00,0.00,0.00
Canning/packing of fish and other marine products,153,2016,B,12,108,108,465971.00,458159.00,15970.00,442189.00,463207.00,339830.00,46406.00,0.00,-99540.00,0.00,0.00
Drying of fish and other marine products,154,2016,B,52,481,275,79478.00,65476.00,8672.00,56804.00,80328.00,52762.00,23230.00,139.00,777.00,0.00,0.00
Smoking of fish and other marine products,155,2016,B,19,201,98,463537.00,340105.00,7936.00,332170.00,478586.00,324875.00,144055.00,0.00,40523.00,0.00,0.00
Manufacture of fish paste (bagoong) and fish sauce(patis),156,2016,B,24,352,352,110150.00,99215.00,31793.00,67423.00,105273.00,58483.00,43341.00,0.00,50.00,0.00,0.00
Processing of seaweeds; manufacture of agar-agar or carageenan,157,2016,B,33,279,272,251793.00,215478.00,11667.00,203809.00,214407.00,152417.00,50857.00,5243.00,-287.00,0.00,0.00
Canning/packing and preserving of fruits and fruit juices,1511,2016,B,32,298,276,429281.00,392305.00,52755.00,339551.00,440072.00,310819.00,112830.00,0.00,11737.00,0.00,0.00
Manufacture of fruit and vegetable sauces (e.g. tomato sauce and paste),1513,2016,B,7,89,88,950015.00,922609.00,29871.00,892739.00,916019.00,734756.00,84999.00,0.00,-118488.00,0.00,0.00
Roasting of nut or manufacture of nut foods and pastes,1515,2016,B,26,227,170,80496.00,57657.00,9531.00,48126.00,76196.00,36914.00,37816.00,0.00,17110.00,900.00,0.00
"Manufacture of perishable prepared foods of fruit and vegetables, such as: salad, peeled or cut vegetables, tofu (bean curd)",1516,2016,B,15,152,128,126503.00,119933.00,8430.00,111503.00,126374.00,94871.00,21016.00,0.00,908.00,0.00,0.00
"Processing and preserving of fruits and vegetables, n.e.c.",1517,2016,B,10,115,90,35207.00,32545.00,8717.00,23827.00,35409.00,23744.00,11547.00,0.00,182.00,0.00,0.00
Manufacture of virgin coconut oil,1518,2016,B,19,202,146,660984.00,639496.00,11551.00,627944.00,661761.00,606074.00,44353.00,0.00,2797.00,0.00,258.00
Manufacture of desiccated coconut,1519,2016,B,8,41,40,41869.00,35645.00,5795.00,29850.00,41828.00,28565.00,12393.00,0.00,0.00,0.00,0.00
Manufacture of nata de coco,1520,2016,B,5,52,45,116093.00,114840.00,3820.00,111020.00,116093.00,106743.00,5115.00,0.00,27.00,0.00,0.00
"Production of crude vegetable oil, cake and meals, other than virgin coconut oil (see class 1041)",1521,2016,B,3,29,29,29958.00,28062.00,4219.00,23843.00,29601.00,10482.00,11598.00,0.00,-226.00,0.00,0.00
Manufacture of refined coconut and other vegetable oil (including corn oil) and margarine,1522,2016,B,24,246,241,2498090.00,2339131.00,81628.00,2257503.00,2298231.00,1954213.00,476763.00,0.00,139740.00,0.00,0.00
Processing of fresh milk and cream,1525,2016,B,10,64,64,98570.00,88722.00,10146.00,78576.00,97036.00,74068.00,21800.00,1546.00,363.00,0.00,0.00
"Manufacture of ice cream and sherbet, ice drop, ice candy and other flavored ices",1529,2016,B,53,358,358,191524.00,165277.00,21308.00,143969.00,191506.00,132970.00,53070.00,0.00,6199.00,0.00,0.00
"Manufacture of dairy products, n.e.c.",1531,2016,B,6,59,55,93446.00,90069.00,7296.00,82773.00,92417.00,69435.00,16929.00,30.00,273947.00,0.00,0.00
Rice/corn milling,1532,2016,B,1554,10051,7124,6051741.00,5159490.00,406409.00,4753081.00,6043837.00,4531906.00,1538596.00,136333.00,297189.00,0.00,0.00
Cassava flour milling,1533,2016,B,3,24,20,8485.00,7626.00,993.00,6633.00,8323.00,6062.00,2042.00,80.00,-316.00,0.00,0.00
Manufacture of unprepared animal feeds from grain milling residues,1536,2016,B,13,118,108,307950.00,258154.00,27218.00,230936.00,300381.00,211117.00,81684.00,5244.00,-9580.00,0.00,0.00
"Manufacture of flour mixes and prepared blended flour and dough for bread, cakes, biscuits or pancakes",1537,2016,B,5,29,21,131530.00,128961.00,5632.00,123329.00,133815.00,105370.00,15684.00,0.00,1243.00,0.00,0.00
Manufacture of starches and starch products,1539,2016,B,8,76,54,296582.00,288710.00,22119.00,266591.00,296581.00,226594.00,68623.00,0.00,-332.00,0.00,0.00
Manufacture of furniture and fixtures of metal,15372,2016,B,48,544,543,1125148.00,1035380.00,141694.00,893686.00,1137473.00,816108.00,274220.00,11638.00,5646.00,0.00,0.00
"Manufacture of other furniture and fixtures, n.e.c.",15373,2016,B,20,226,226,168145.00,152935.00,36593.00,116342.00,163951.00,95498.00,56434.00,7603.00,-7924.00,0.00,0.00
Manufacture of jewelry made of precious and semi-precious stones,15374,2016,B,51,280,275,390784.00,376084.00,36487.00,339597.00,392215.00,306824.00,54096.00,0.00,3707.00,0.00,0.00
Manufacture of silverware and plated ware,15375,2016,B,8,65,58,13130.00,13971.00,2641.00,11329.00,12899.00,7309.00,3357.00,0.00,1241.00,0.00,0.00
Manufacture of imitation of jewelry and related articles,15377,2016,B,9,115,112,70543.00,66269.00,14855.00,51414.00,70343.00,46725.00,20248.00,862.00,-830.00,0.00,0.00
Manufacture of guitars,15378,2016,B,5,50,50,122287.00,100656.00,29641.00,71015.00,105044.00,28725.00,59511.00,76.00,-24954.00,0.00,0.00
